						
						
						
WinLoc	SILID	Nominal Unicode Mapping	Other possible CP1252 locations	Mapping Comments	Nominal Non-spacing Mappings	Non-spacing Mapping Comments
V060	8621	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V064	8622	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V068	8623	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V072	8624	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V076	8625	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V080	8626	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V084	8627	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V088	8628	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V092	8629	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V096	8630	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V100	8631	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V047	8718	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V051	8719	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V055	8720	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V059	8721	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0331	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V063	8722	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V067	8723	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V071	8724	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V075	8725	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V079	8726	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V083	8727	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V087	8728	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V091	8729	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V095	8730	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
V099	8731	02CD	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	0332	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Wn048	9000	0030		See also U+2070 and U+2080.		
Wn049	9001	0031		See also U+00B9 and U+2081.		
Wn050	9002	0032		See also U+00B2 and U+2082.		
Wn051	9003	0033		See also U+00B3 and U+2083.		
Wn052	9004	0034		See also U+2074 and U+2084.		
Wn053	9005	0035		See also U+2075 and U+2085.		
Wn054	9006	0036		See also U+2076 and U+2086.		
Wn055	9007	0037		See also U+2077 and U+2087.		
Wn056	9008	0038		See also U+2078 and U+2088.		
Wn057	9009	0039		See also U+2079 and U+2089.		
Wn046	9010	002E		"See also U+2024, U+2025 and U+2026."	0323	See also U+0307.
Wn044	9011	002C	82	Possible mappings include U+002C and U+201A.	0315	See also U+0313 and U+0326.
Wn059	9012	003B		See also U+037E.		
Wn058	9013	003A				
Wn063	9014	003F		See also U+02C0.	0309	
Wn191	9015	00BF				
Wn033	9016	0021		See also U+01C3		
Wn161	9017	00A1				
Wn139	9018	2039	3C	"Possible mappings include U+003C, U+02C2, U+2039, U+2329 and U+3008."		
Wn155	9019	203A	3E	"Possible mappings include U+003E, U+02C3, U+203A, U+232A and U+3009."		
Y220	9020	2039	3C	"Possible mappings include U+003C, U+02C2, U+2039, U+2329 and U+3008."		
Y221	9021	203A	3E	"Possible mappings include U+003E, U+02C3, U+203A, U+232A and U+3009."		
Wn045	9022	002D	"96,AD"	"Encore glyph 9022 is most likely to be used for U+002D or U+2212. The distinctions between Encore glyphs SILIDs 0039, 6618 - 6631, 8418 - 8431, 8518 - 8531, The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Wn150	9023	2013	"2D,97,AD"	"Encore glyph 9023 is most likely to be used for U+2013. The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Y250	9024	2014	"2D,96,97,AD"	"Encore glyph 9024 is most likely to be used for U+2014 or U+2015. The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Wn151	9025	2014	"2D,96,AD"	"Encore glyph 9025 is most likely to be used for U+2014 or U+2015. The distinctions between Encore glyphs SILIDs 0039, 0123 - 0128, 6009, 6109, 6209, 6309, 6418 - 6431, 6518 - 6531, 8418 - 8431, 8518 - 8531, 9022 - 9025, 9095, 9822 - 9823, 9922 and 9923 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent.Possibilities include: hyphen-minus U+002D, soft hyphen U+00AD, modifier letter low macron U+02C9, modifier letter minus sign U+02D7, hyphen U+2010, non-breaking hyphen U+2011, figure dash U+2012, en dash U+2013, em dash U+2014, horizontal bar U+2015, overline U+203E, hyphen bullet U+2043, superscript minus U+207B, subscript minus U+208B and minus sign U+2212."	0335	"See U+0335 and U+0336. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Wn040	9026	0028		See also U+208D.		
Wn041	9027	0029		See also U+208E.		
Wn091	9028	005B				
Wn093	9029	005D				
Wn047	9030	002F		See also U+2044 and U+2215.	0338	"See U+0337 and U+0338. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Wn092	9031	005C		See also U+2216.	20E5	"See U+20E5. New in Unicode 3.2. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
Wn042	9032	002A				
Wn134	9033	2020				
Wn135	9034	2021				
Wn123	9035	007B				
Wn125	9036	007D				
Wn145	9037	2018	60	"Possible mappings include U+0060, U+02CB, U+2018 and U+2035."	0312	"See also U+0313, U+0314 and U+0315."
Wn146	9038	2019	"27,B4"	"The appropriate mapping of Encore glyph SILID 9038 depends upon how it is used. The following are preferred: for apostrophe (in contractions), U+2019; for quotation, U+2018 and U+2019 (may use U+201A or U+201B depending upon locale conventions); for indicating primary stress in IPA transcription, U+02C8 (U+02B9 or U+02CA may be preferred typographically in some dictionaries); for glottalization, ejective consonants or orthographic glottal stop, U+02BC; for minutes or feet, U+2032. All potential mappings: apostrophe U+0027; acute accent U+00B4; modifier letter prime U+02B9; modifier letter apostrophe U+02BC; modifier letter vertical line U+02C8; modifier letter acute accent U+02CA; tone marks U+02E5..U+02E9; combining acute accent U+0301; combining turned comma above U+0312; combining comma above U+0313; combining reversed comma above U+0314; combining comma above right U+0315; greek tonos U+0384; right single quotation mark U+2019; prime U+2032."	0315	See also U+0313
Wn038	9039	0026				
Wn064	9040	0040				
Wn182	9041	00B6				
Wn167	9042	00A7				
Wn036	9043	0024				
Wn162	9044	00A2				
Wn163	9045	00A3				
Y222	9046	2105				
Y223	9047	2100				
Wn169	9048	00A9				
Wn174	9049	00AE				
Y224	9050	2122				
Wn153	9051	2122				
Y229	9052	2040		See also U+2322.	0361	
Y235	9053	203F		See also U+2323.		
P117	9054	007C		See also U+01C0 and U+2223.		
Wn124	9055	007C		See also U+01C0 and U+2223.		
P120	9056	PUA	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	PUA	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Y227	9057	02D0 + 02D0				
Y225	9058	0023 + 0323		"Encore glyph SILID 9058 sits on the baseline by default, whereas the sequence of Unicode characters < U+0023, U+0323 > would not be expected to do so (the dot would be expected to fall below the baseline). SILID 9058 should perhaps map to a PUA character."		
Wn137	9059	2030				
Wn165	9060	00A5				
Wn037	9061	0025				
Wn035	9062	0023				
Y228	9063	02D0				
Y226	9064	02D1				
Y154	9065	01BB				
Wn147	9066	201C				
Wn148	9067	201D	22	"The appropriate mapping of Encore glyph SILID 9067 depends upon how it is used. The following are preferred: for quotation, U+201C and U+201D (may use U+201E or U+201F depending upon locale conventions); for emphatic or contrastive stress, U+02BA; for seconds or inches, U+2033.  All potential mappings: quotation mark U+0022; modifier letter double prime U+02BA; double acute accent U+02DD; combining double acute accent U+030B; combining double vertical line above U+030E; right double quotation mark U+201D; double prime U+2033; ditto mark U+3003; double prime quotation mark U+301E."		
Wn171	9068	00AB				
Wn187	9069	00BB				
Y247	9070	003D		"If Encore glyph SILID 9070 is used for a character with distinct properties and function from U+003D, then it should perhaps be mapped to U+A78A. See also U+207C, U+208C and U+2260."	0333	See also U+033F and U+0347.
Y251	9071	02D7			0320	
P118	9072	2502	7C	"Possible mappings include U+007C, U+2502, U+2503"		
P119	9073	2503	7C	"Possible mappings include U+007C, U+2502, U+2503"		
P115	9074	00A6				
P121	9075	PUA	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	PUA	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
P122	9076	PUA	5F	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include  U+005F, U+02CD, U+2017 U+208B, U+208C and U+2581."	PUA	"The distinctions between Encore glyphs SILIDs 0123 - 0128, 6609, 6618 - 6631, 6709, 6718 - 6731, 6809, 6909, 8618 - 8631, 8718 - 8731, 9056, 9075, 9076 are too subtle to make accurate predictions as to what Unicode characters they might have been used to represent. Possible mappings include U+0320, U+0331, U+0332, U+0333 and U+0347"
Wn126	9077	02DC	7E	"Possible mappings include U+007E, U+02DC and U+223C."	0334	"See U+0334. Combinations that use a combining overlay (U+0334..U+0338, U+20E5) should probably be handled as a single, non-decomposed character, and we should probably try to get that character into Unicode before we consider encoding it using the combining overlay characters."
P116	9078	2225		See also U+01C1 and U+2016.		
P069	9082	2193		See also U+02C54.		
P070	9083	2191		See also U+02C4.	034E	
